,TCGA-CZ-5455-11,TCGA-CZ-5467-11,TCGA-B0-5697-01,TCGA-BP-4177-01,TCGA-B0-4815-01,TCGA-B2-3924-01,TCGA-B0-4843-01,TCGA-B0-5701-01,TCGA-B0-4828-01,TCGA-CZ-5982-01,TCGA-B0-4706-01,TCGA-CJ-4918-01,TCGA-MM-A564-01,TCGA-B0-4813-01,TCGA-CZ-5458-01,TCGA-B8-A54D-01,TCGA-CZ-5460-01,TCGA-CZ-5451-11,TCGA-BP-5191-01,TCGA-DV-A4VX-01,TCGA-AK-3425-01,TCGA-CZ-5468-01,TCGA-BP-5189-01,TCGA-B4-5844-01,TCGA-CZ-5451-01,TCGA-CW-5585-01,TCGA-CW-5583-01,TCGA-CJ-5678-01,TCGA-CZ-5464-01,TCGA-B8-5162-01,TCGA-A3-3385-01,TCGA-CW-5580-01,TCGA-CJ-4901-01,TCGA-B0-4814-01,TCGA-B2-5633-01,TCGA-CZ-5453-11,TCGA-CZ-5985-01,TCGA-MM-A84U-01,TCGA-B8-5553-01,TCGA-CZ-5458-11,TCGA-B0-4819-01,TCGA-B0-4694-01,TCGA-GK-A6C7-01,TCGA-A3-3367-01,TCGA-B0-4848-01,TCGA-CW-5587-01,TCGA-A3-A8OX-01,TCGA-B0-4691-01,TCGA-AK-3428-01,TCGA-B0-4852-01,TCGA-BP-5183-01,TCGA-DV-5576-01,TCGA-B0-4822-01,TCGA-B0-5712-11,TCGA-A3-A6NI-01,TCGA-CZ-5466-01,TCGA-BP-5010-01,TCGA-BP-5186-01,TCGA-CJ-4916-01,TCGA-B0-5695-01,TCGA-B0-5120-01,TCGA-B0-5712-01,TCGA-B0-4712-11,TCGA-B0-5100-01,TCGA-BP-4770-01,TCGA-CW-5589-01,TCGA-G6-A5PC-01,TCGA-B0-5711-01,TCGA-B0-4945-01,TCGA-CZ-5470-11,TCGA-B0-5110-01,TCGA-T7-A92I-01,TCGA-B0-5102-01,TCGA-CZ-5470-01,TCGA-CJ-4912-01,TCGA-B0-5108-01,TCGA-EU-5904-01,TCGA-B0-5705-01,TCGA-BP-5177-01,TCGA-CZ-5457-01,TCGA-B0-5399-01,TCGA-CZ-5986-01,TCGA-B8-4146-01,TCGA-B0-5700-01,TCGA-BP-5201-01,TCGA-B8-5550-01,TCGA-B0-4688-01,TCGA-B0-5115-01,TCGA-B0-4701-01,TCGA-CW-6090-01,TCGA-A3-3376-01,TCGA-B0-4703-01,TCGA-CJ-5677-01,TCGA-AK-3454-01,TCGA-B8-5159-01,TCGA-BP-5170-01,TCGA-CJ-6033-01,TCGA-B0-4690-01,TCGA-A3-3357-01,TCGA-CZ-5461-01,TCGA-BP-4760-01,TCGA-B0-5713-01,TCGA-B2-5636-01,TCGA-B8-5549-01,TCGA-B0-5106-01,TCGA-CZ-5468-11,TCGA-B0-5095-01,TCGA-B0-4844-01,TCGA-B0-4700-01,TCGA-A3-A8OV-01,TCGA-BP-5168-01,TCGA-B8-5158-01,TCGA-AK-3460-01,TCGA-CJ-4902-01,TCGA-B0-5696-01,TCGA-BP-5174-01,TCGA-6D-AA2E-01,TCGA-B0-5693-01,TCGA-B0-4811-01,TCGA-B0-5692-01,TCGA-B8-A54H-01,TCGA-CJ-6030-01,TCGA-BP-5202-01,TCGA-BP-5194-01,TCGA-CZ-5465-11,TCGA-CZ-5457-11,TCGA-A3-A6NL-01,TCGA-CJ-4903-01,TCGA-BP-5185-01,TCGA-B0-4818-01,TCGA-B4-5832-01,TCGA-AK-3461-01,TCGA-CZ-4864-11,TCGA-B8-A54G-01,TCGA-B8-A7U6-01,TCGA-AK-3450-01,TCGA-A3-A6NN-01,TCGA-CZ-4856-01,TCGA-CJ-5680-01,TCGA-CZ-5454-11,TCGA-B0-4823-01,TCGA-CZ-5987-01,TCGA-B8-4621-01,TCGA-CZ-4865-11,TCGA-B2-A4SR-01,TCGA-B4-5835-01,TCGA-BP-5169-01,TCGA-B0-4693-01,TCGA-B0-5691-01,TCGA-CZ-5462-11,TCGA-CJ-6028-01,TCGA-CJ-5671-01,TCGA-B0-5706-01,TCGA-B0-5402-11,TCGA-B0-5092-01,TCGA-B0-5121-01,TCGA-BP-5184-01,TCGA-B0-5702-01,TCGA-B2-4101-01,TCGA-CZ-5461-11,TCGA-B0-5710-01,TCGA-BP-5199-01,TCGA-CJ-5683-01,TCGA-CW-6097-01,TCGA-B0-5107-01,TCGA-AK-3440-01,TCGA-CZ-5465-01,TCGA-B8-5545-01,TCGA-CZ-5984-01,TCGA-B0-4712-01,TCGA-AK-3431-01,TCGA-CZ-5455-01,TCGA-AK-3453-01,TCGA-G6-A8L7-01,TCGA-B0-5098-01,TCGA-B4-5378-01,TCGA-B0-5096-01,TCGA-B0-5711-11,TCGA-BP-5176-01,TCGA-CW-5581-01,TCGA-B2-5641-01,TCGA-A3-3387-01,TCGA-CJ-4882-01,TCGA-DV-5573-01,TCGA-BP-5187-01,TCGA-B4-5377-01,TCGA-CJ-5675-01,TCGA-MM-A563-01,TCGA-B0-4846-01,TCGA-DV-5567-01,TCGA-CW-5588-01,TCGA-BP-4993-01,TCGA-A3-A8OW-01,TCGA-B0-4699-01,TCGA-CJ-4905-01,TCGA-B8-A54J-01,TCGA-B0-5699-01,TCGA-CZ-5456-11,TCGA-DV-5569-01,TCGA-3Z-A93Z-01,TCGA-B0-4847-01,TCGA-BP-5192-01,TCGA-B0-4718-01,TCGA-B0-5707-01,TCGA-CZ-4863-11,TCGA-B0-5402-01,TCGA-B0-4713-01,TCGA-A3-A8CQ-01,TCGA-A3-A6NJ-01,TCGA-B8-5546-01,TCGA-EU-5906-01,TCGA-CJ-4920-01,TCGA-CJ-5672-01,TCGA-BP-4782-01,TCGA-B0-5117-01,TCGA-CJ-6032-01,TCGA-AK-3433-01,TCGA-G6-A8L8-01,TCGA-CZ-5452-11,TCGA-B0-4827-01,TCGA-CJ-4908-01,TCGA-CZ-5989-01,TCGA-B0-4810-01,TCGA-B0-4698-01,TCGA-BP-5175-01,TCGA-BP-5198-01,TCGA-CZ-4865-01,TCGA-B0-4849-01,TCGA-BP-5182-01,TCGA-BP-5180-01,TCGA-B8-5165-01,TCGA-CZ-4853-01,TCGA-B0-5698-01,TCGA-DV-A4W0-05,TCGA-CJ-5679-01,TCGA-CZ-5467-01,TCGA-B8-5164-01,TCGA-BP-5173-01,TCGA-B0-4824-01,TCGA-CW-5591-01,TCGA-DV-5575-01,TCGA-B0-4845-01,TCGA-CW-5590-01,TCGA-B0-4841-01,TCGA-CZ-5469-11,TCGA-CZ-5463-11,TCGA-BP-5181-01,TCGA-A3-3358-01,TCGA-DV-5566-01,TCGA-DV-A4VZ-01,TCGA-B0-4697-01,TCGA-B0-5116-01,TCGA-B8-5163-01,TCGA-CZ-5452-01,TCGA-CW-5584-01,TCGA-B0-5690-01,TCGA-CJ-6027-01,TCGA-B0-5083-01,TCGA-CZ-5463-01,TCGA-CZ-5459-01,TCGA-DV-5565-01,TCGA-CJ-4907-01,TCGA-CZ-4864-01,TCGA-B8-4153-01,TCGA-CW-6087-01,TCGA-B0-4821-01,TCGA-CJ-6031-01,TCGA-EU-5907-01,TCGA-BP-4795-01,TCGA-CZ-5466-11,TCGA-CZ-5456-01,TCGA-B0-5400-01,TCGA-AK-3458-01,TCGA-CJ-5686-01,TCGA-B0-5113-01,TCGA-CJ-5676-01,TCGA-BP-5195-01,TCGA-CJ-5689-01,TCGA-B0-4817-01,TCGA-BP-5200-01,TCGA-B0-5109-01,TCGA-CZ-4866-01,TCGA-B8-A54K-01,TCGA-B0-4707-01,TCGA-B0-5097-01,TCGA-CW-6088-01,TCGA-B2-5639-01,TCGA-B8-A54I-01,TCGA-B8-A54F-01
hsa-mir-4797,0,0,0,0,0,0,0,0,0,0,0,0.792123,0,0,0.29735,0,0,0,0,0,0.18482,1.356502,0.509273,0,0,0,0,0,0,0,0,0.484128,0.470489,0,0.156727,0,0,0,0.761696,0,0,0.490283,0.277056,0.407901,0.67414,0,0.13168,0.278665,0.496352,0,0.621826,0.225724,0,0,0,0,0,0.608897,0,0,0.392243,0,0,0,0,0,0.197997,0,0.502319,0,0,0,0,0,0,0,0,0.152492,0,0,0,0,0,0.212882,0.405598,0,0.787438,0,0,0,0,0.406473,0,0,0.55737,0,0.559604,0,1.256949,0,0,0,0,0,0.540103,0,0,0,0,0.215191,0,0,0.319313,0,0,0,0.157605,0,0,0.263931,0,0.387504,0,0,0.203683,0,0.282299,0,0,0,0,0.352682,0,0,0.253403,0,0,0,0.506887,0.279612,0,0,0,0,0,0,0.495133,0,0,0.397545,0.683292,0.340371,0.418926,0,0,0.489179,0.397881,0,0,0,0,0,0,0.866132,0,0,0.448889,0.316815,0,0.956779,0,0.265869,0,3.870716,0,0,0,0,0.612841,0,0,0,0.265799,0,1.259645,0.616204,0.279147,0.268644,0,0,0,0,0.235896,0,0,0.123938,0,0,0.387315,0.170369,0.974959,0,0,0,0,0,0,0.363558,0.477752,0.702152,0,0,0.55434,0.511881,0,0,0,0,0.254621,0,0,0,0.156356,1.244346,0,0.447042,0.48885,0,0,0,0,0.560095,0,0,0,0,0,0.398232,0,0,0,0,0,0,0,0.245788,0.592835,0,0,0,0,0,0,0,0.50193,0,0,0,0,0,0,0.339248,0,0,0.202469,0.240333,0,0,0,0,0,0,0.136432,0.411122,0,0,0.310616,0,0,0,0,0.428148,0.413376,0,0,0,0,0,0
hsa-mir-1287,15.573575,9.06264,15.221018,21.585281,31.817635,13.827335,16.795076,14.231376,21.022315,17.626868,24.088122,22.17943,39.560254,13.358661,29.14031,18.296611,17.274635,11.069383,25.939763,15.852341,21.993612,16.730196,37.686229,11.776083,17.696766,39.674453,23.58521,19.782766,14.250315,14.144538,17.547199,20.817508,17.878584,18.154814,47.801717,10.058144,19.687802,20.359239,47.986838,8.337444,13.711825,16.669625,18.147169,13.868647,17.864715,18.843559,26.731092,13.375943,13.401499,14.548876,42.284192,16.477823,14.558457,21.666567,29.933039,52.573541,13.640461,51.756273,21.316659,22.233121,18.043171,33.058988,16.040833,13.218303,25.101383,19.167048,27.917575,12.654944,26.120573,8.703943,14.494634,20.412521,18.166545,10.355451,28.652978,25.89156,19.678135,19.976492,16.568703,13.646488,27.416589,17.629899,26.908062,31.719384,31.231038,17.495364,26.772876,29.056371,25.662198,11.236881,39.034669,24.3884,17.86372,20.286311,28.983262,26.536253,24.622575,21.476977,21.368126,25.053404,10.890067,18.908596,17.819533,12.386262,10.802052,16.046598,28.34969,20.206985,14.347751,17.645698,1.150784,6.98037,16.284939,16.144404,27.290202,35.200309,38.45558,24.935109,7.562661,24.281659,22.771723,34.100359,25.208002,16.183429,10.387835,10.477222,24.983447,15.049463,29.59812,25.43945,52.292757,12.343855,9.137504,21.226472,19.13194,21.175593,19.094008,15.574174,25.851254,5.592233,22.220766,25.335161,25.357348,15.658764,29.321187,9.902716,20.300457,12.330284,24.705732,17.889514,18.448886,22.464475,16.757029,12.968655,13.923456,33.753342,24.668625,27.548291,14.785806,14.719562,14.472097,17.400148,18.588263,21.653289,31.504305,2.47219,17.955578,17.741636,18.09254,19.613968,18.010274,22.067155,5.570307,61.608889,39.584499,7.264472,20.030446,10.752351,26.965014,28.486547,10.632046,13.700192,13.024156,19.896338,42.408038,24.031959,17.307114,13.700857,24.423823,11.72503,25.265522,16.24222,17.574282,14.718476,20.676667,26.027023,60.420564,9.465458,35.63295,22.829399,19.499183,22.940996,8.190142,13.692713,21.155267,21.354289,12.300244,27.509253,23.887614,38.618334,27.304311,22.815859,27.162661,18.939588,4.537004,11.365168,1.390459,16.750881,6.620149,21.194655,22.21174,15.512522,17.042855,19.598456,10.839521,20.563944,29.331018,9.787926,27.086867,27.495155,22.38754,39.206659,18.751961,12.694395,17.258897,13.986134,18.168382,10.35402,16.901379,34.335562,24.041748,21.586184,24.456695,15.746974,13.544382,13.026764,27.863245,23.726186,32.098664,13.869276,11.447493,11.176167,26.663934,22.276723,38.648643,17.161188,14.323223,13.35589,16.498965,12.430655,18.742898,22.390346,9.626114,21.997393,18.357149,9.853647,13.926957,12.77962,16.487136,14.65388,22.484531,16.120167,24.42132,21.789457,15.585849,14.456843,17.705135,12.584955,24.000849,29.28024,7.995964,31.254817,3.968411,21.699098,15.608894,19.436401,49.365025,7.80891,12.801571
hsa-mir-4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1288,0,0.274625,0,0.145846,0.707059,0,0.62204,0,0,1.355913,0,0,0,0,0.5947,0,0,0.212873,0,0,0.18482,0.452167,0,0,0.276512,0.2168,0.737038,0.482506,0.950021,0,0,0,1.411467,0,0.156727,0.279393,0,0,0.380848,0.292542,0.428495,0,0.554112,0,0.33707,0,0.263361,0.557331,0.496352,0,0,0.225724,0.485282,0.251937,0.328934,0,0,0.608897,1.776388,0.217972,0,0,0,0,1.751259,0.59897,0,0,0,0.223178,0.724732,0.70388,0.726662,0,1.953612,0.647289,0,0.152492,0.404115,0.243687,0.563355,0.284353,0,0,0.811196,0.897198,0,0,1.509541,0,0,0.406473,0.850653,0.596656,0,0.603097,0.559604,1.047657,0,0,0.62229,0.497595,0,0.538533,0,0.833589,0.497363,0,0,0.215191,0,0,0,0,0.243663,0.558735,0,0.395795,0,0.791793,0,0,0.475623,0.462384,0.407366,0,0.141149,0,0.259633,0.862354,0.4669,0,0.338426,0.336928,0.506806,0.814446,0.26893,0.707917,0.506887,1.398058,0,0,0.281748,0,0,0,0.990266,0,0.514703,0,0,0.340371,0.837851,0,0,0.489179,0.397881,0.983868,0,0.359014,0,1.12259,0,0,0.508134,0,0.448889,0.316815,0,0,0.610518,0,0.428485,0.32256,0,0,0,0.228773,0.306421,0.343211,0,0.244646,0.531598,0.457387,0.419882,0,0.279147,0,0,0,0,1.015139,0.117948,0,0,0.247876,0.456004,0,0,0.085184,0.48748,0.332478,0,0,0,0,0.49201,0.363558,0.477752,0,1.036873,0.530601,0.55434,0.511881,1.134251,0.315699,0.69523,0.348977,0.509242,0,0.37647,0,0.156356,1.555433,0,0.894085,0.48885,0.376459,1.083475,0,0,0.560095,0,0.164862,1.500774,0.194252,0.45421,0.398232,1.300106,0.528239,0.50087,1.027914,0.543482,0.414394,0,0.245788,0.592835,0.388954,0.352733,0.256838,0.6025,0,0.522822,0,0,0.42903,0,0.494663,0,0.355162,0,0.678495,0,0.24997,0.607406,0,0.38686,0,0.358416,0,0,0,0.545728,0.822244,0.458407,0.380443,0.310616,0.524373,0,0.366003,0,0,0.16535,1.172924,0.624356,0.218387,0.470143,0,0
hsa-mir-4791,0.305364,0,0,0.437539,1.414117,0.446043,1.24408,1.293761,0.583953,0.677956,0.379341,0.792123,0,0.890577,0.29735,0.425503,0.987122,0,1.525868,0,0,0,1.018547,0.942087,0.276512,0.867201,0.737038,0,0.316674,0,1.063467,0,1.881956,0.386273,0,0,0,0.391524,0.761696,0.146271,0,0.980566,0.138528,0.407901,0.33707,0.303928,0.263361,0.557331,0,1.039205,0,0.225724,0.485282,0.503874,0.164467,0.262868,0,0,1.776388,0.217972,0,0,0,0,0,0.199657,0,1.150449,0.502319,0,0,0,0.726662,0,0.651204,0,0,0.152492,0,0.243687,0.187785,0.284353,0,0.425764,0.811196,0,1.574875,0.509761,0.50318,1.498251,0.72962,0,0,0.298328,0,0.603097,0,0,0.628474,0.736865,0,0,0.151013,0,0,0.208397,0.497363,1.303676,0,0,0,0,0,0,0,1.11747,0,0,0,0.527862,0,0.775008,2.853736,0.462384,0.203683,0,0,0.557388,0,0,0,0,0,0.336928,0.380105,0.271482,0,0,0,0.279612,0,0,0,0,0.617288,0,0.495133,0.536099,0.514703,0,0,1.361483,0,0.617555,0,0,0.397881,0,0.528065,0,0.413488,0,0,0,0.508134,0,0,0,0.904627,0.478389,0.305259,0.531739,0,0.32256,1.364983,0.330203,1.213966,0,0.306421,0.686423,0,0.244646,0.531598,0.686081,0.419882,0.616204,0,0,0.428488,0.868521,0,0,0.353845,0,0.421973,0.123938,0.228002,0,0.774629,0.170369,0,1.329913,0,0,0.278359,0,0,0.242372,0,1.404303,0,0.530601,0.55434,0.511881,0,0,0.347615,0,0.254621,0.623372,0.37647,0.250202,0.312713,0.622173,0.722635,1.341127,0.48885,0.752917,0,0.404341,0.508808,2.240381,0,0.329725,1.500774,0,0.908419,0.796463,0,0,0,0.513957,0,0.414394,0.294443,0,1.18567,0.388954,0.352733,0,2.409999,0,0,0,0,0,0,0,0.203691,0.355162,0.925575,0.339248,0,0.499941,0.472427,0,0.77372,0,0.358416,0.574662,0,0.520005,0.136432,0,0.916815,0.380443,0,0.524373,0.461555,0.366003,0,0.856296,0.082675,0,0,0.873546,0,0,0
hsa-mir-4792,0,0,0,0,0,0.446043,0,0,0,0,0,0,0,0,0,0,0,0,0.762934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085184,0,0,0,0,0,0,0,0,0,0.702152,0,0,0,0,0,0.315699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366003,0,0,0,0,0,0,0,0,0
hsa-mir-1286,0,0,0,0,0,0,0,0,0,0,0.18967,0.792123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46788,0,0,0.669022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4793,0,0,0,0,0,0.446043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18482,0,0,0,0,0,0,0,0,0,0,0.484128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278665,0,0,0,0,0,0,0,0.262868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4798,0,0,0,0,0,0,0,0,0,0,0.18967,0,0,0.890577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262964,0,0,0,0,0,0,0,0,0,0,0,0.651204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111038,0,0,0,0,0,0,0,0,0.397545,0,0,0,0,0,0,0,0,0,0,0,0.561295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015139,0,0,0,0,0.228002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386273,0,0,0,0,0,0,0,0,0.138528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231507,0.152492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395795,0,0,0,0,0,0,0,0,0,0,0.519265,0,0,0.352682,0,0,0.126702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340371,0,0,0,0,0,0,0.528065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702152,0,0,0,0,0,0,0,0,0,0,0.37647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458407,0,0,0,0,0,0,0,0,0,0,0,0,0.244028,0
