"","x"
"X14424",1
"X14425",1
"X14426",1
"X14427",1
"X14428",1
"X14429",1
"X14430",1
"X14431",1
"X14432",1
"X14433",1
"X14434",1
"X14435",1
"X14436",1
"X14437",1
"X14438",1
"X14439",1
"X14440",1
"X14441",3
"X14442",1
"X14443",2
"X14444",1
"X14445",1
"X14446",1
"X14447",1
"X14448",1
"X14449",1
"X14450",1
"X14451",1
"X14452",1
"X14453",1
"X14454",1
"X14455",1
"X14456",1
"X14457",1
"X14458",1
"X14459",1
"X14460",1
"X14461",1
"X14462",1
"X14463",1
"X14464",1
"X14465",1
"X14466",1
"X14467",1
"X14468",1
"X14469",1
"X14470",1
"X14471",1
"X14472",1
"X14473",1
"X14474",1
"X14475",1
"X14476",1
"X14477",3
"X14478",1
"X14479",1
"X14480",1
"X14481",1
"X14482",1
"X14483",1
"X14484",1
"X14485",1
"X14486",1
"X14487",1
"X14488",1
"X14489",1
"X14490",1
"X14491",1
"X14492",1
"X14493",1
"X14494",1
"X14495",1
"X14496",1
"X14497",1
"X14498",1
"X14499",1
"X14500",1
"X14501",1
"X14502",1
"X14503",1
"X14504",1
"X14505",1
"X14506",1
"X14507",1
"X14508",1
"X14509",1
"X14510",1
"X14511",1
"X14512",1
"X14513",1
"X14514",1
"X14515",1
"X14516",1
"X14517",1
"X14518",1
"X14519",1
"X14520",1
"X14521",1
"X14522",1
"X14523",1
"X14524",1
"X14525",1
"X14526",1
"X14527",1
"X14528",1
"X14529",1
"X14530",1
"X14531",1
"X14532",1
"X14533",1
"X14534",1
"X14535",1
"X14536",1
"X14537",1
"X14538",1
"X14539",1
"X14540",1
"X14541",1
"X14542",1
"X14543",1
"X14544",1
"X14545",1
"X14546",1
"X14547",1
"X14548",1
"X14549",1
"X14550",1
"X14551",1
"X14552",1
"X14553",1
"X14554",1
"X14555",1
"X14556",1
"X14557",1
"X14558",1
"X14559",1
"X14560",4
"X14561",1
"X14562",1
"X14563",1
"X14564",1
"X14565",1
"X14566",1
"X14567",1
"X14568",1
"X14569",1
"X14570",1
"X14571",1
"X14572",1
"X14573",1
"X14574",1
"X14575",1
"X14576",1
"X14577",1
"X14578",1
"X14579",1
"X14580",1
"X14581",1
"X14582",1
"X14583",1
"X14584",1
"X14585",1
"X14586",1
"X14587",1
"X14588",1
"X14589",1
"X14590",1
"X14591",1
"X14592",1
"X14593",1
"X14594",1
"X14595",1
"X14596",1
"X14597",1
"X14598",1
"X14599",1
"X14600",1
"X14601",1
"X14602",1
"X14603",1
"X14604",1
"X14605",1
"X14606",1
"X14607",1
"X14608",1
"X14609",1
"X14610",1
"X14611",1
"X14612",1
"X14613",1
"X14614",1
"X14615",1
"X14616",1
"X14617",1
"X14618",1
"X14619",1
"X14620",3
"X14621",1
"X14622",1
"X14623",1
"X14624",1
"X14625",1
"X14626",1
"X14627",1
"X14628",1
"X14629",1
"X14630",3
"X14631",1
"X14632",1
"X14633",1
"X14634",1
"X14635",1
"X14636",1
"X14637",1
"X14638",1
"X14639",1
"X14640",1
"X14641",1
"X14642",1
"X14643",1
"X14644",1
"X14645",1
"X14646",1
"X14647",1
"X14648",1
"X14649",1
"X14650",1
"X14651",1
"X14652",1
"X14653",1
"X14654",1
"X14655",1
"X14656",1
"X14657",1
"X14658",1
"X14659",1
"X14660",1
"X14661",1
"X14662",1
"X14663",1
"X14664",1
"X14665",1
"X14666",1
"X14667",1
"X14668",1
"X14669",1
"X14670",1
"X14671",1
"X14672",1
"X14673",1
"X14674",1
"X14675",1
"X14676",1
"X14677",1
"X14678",1
"X14679",1
"X14680",1
"X14681",1
"X14682",1
"X14683",1
"X14684",1
"X14685",1
"X14686",1
"X14687",1
"X14688",1
"X14689",1
"X14690",1
"X14691",1
"X14692",1
"X14693",1
"X14694",1
"X14695",1
"X14696",1
"X14697",1
"X14698",1
"X14699",1
"X14700",1
"X14701",1
"X14702",1
"X14703",1
"X14704",1
"X14705",1
"X14706",1
"X14707",1
"X14708",1
"X14709",1
"X14710",1
"X14711",1
"X14712",1
"X14713",1
"X14714",4
"X14715",1
"X14716",1
"X14717",1
"X14718",1
"X14719",1
"X14720",1
"X14721",1
"X14722",1
"X14723",1
"X14724",1
"X14725",1
"X14726",1
"X14727",1
"X14728",1
"X14729",4
"X14730",1
"X14731",1
"X14732",1
"X14733",1
"X14734",1
"X14735",1
"X14736",1
"X14737",1
"X14738",1
"X14739",1
"X14740",1
"X14741",1
"X14742",1
"X14743",1
"X14744",1
"X14745",3
"X14746",1
"X14747",1
"X14748",1
"X14749",1
"X14750",1
"X14751",1
"X14752",1
"X14753",1
"X14754",1
"X14755",1
"X14756",1
"X14757",1
"X14758",3
"X14759",1
"X14760",1
"X14761",1
"X14762",1
"X14763",1
"X14764",1
"X14765",1
"X14766",1
"X14767",1
"X14768",1
"X14769",1
"X14770",1
"X14771",4
"X14772",1
"X14773",4
"X14774",1
"X14775",3
"X14776",1
"X14777",1
"X14778",1
"X14779",1
"X14780",1
"X14781",1
"X14782",1
"X14783",1
"X14784",1
"X14785",1
"X14786",1
"X14787",1
"X14788",1
"X14789",1
"X14790",1
"X14791",1
"X14792",1
"X14793",1
"X14794",1
"X14795",1
"X14796",1
"X14797",1
"X14798",3
"X14799",1
"X14800",1
"X14801",1
"X14802",1
"X14803",1
"X14804",1
"X14805",1
"X14806",3
"X14807",1
"X14808",1
"X14809",1
"X14810",1
"X14811",1
"X14812",1
"X14813",1
"X14814",1
"X14815",1
"X14816",1
"X14817",1
"X14818",1
"X14819",1
"X14820",1
"X14821",1
"X14822",1
"X14823",1
"X14824",1
"X14825",1
"X14826",1
"X14827",1
"X14828",1
"X14829",1
"X14830",1
"X14831",1
"X14832",1
"X14833",1
"X14834",1
"X14835",1
"X14836",1
"X14837",1
"X14838",1
"X14839",1
"X14840",1
"X14841",1
"X14842",1
"X14843",1
"X14844",1
"X14845",1
"X14846",1
"X14847",1
"X14848",1
"X14849",1
"X14850",1
"X14851",1
"X14852",4
"X14853",1
"X14854",1
"X14855",1
"X14856",1
"X14857",1
"X14858",1
"X14859",1
"X14860",1
"X14861",1
"X14862",1
"X14863",1
"X14864",1
"X14865",1
"X14866",1
"X14867",1
"X14868",1
"X14869",1
"X14870",1
"X14871",1
"X14872",1
"X14873",1
"X14874",1
"X14875",1
"X14876",1
"X14877",1
"X14878",1
"X14879",1
"X14880",3
"X14881",1
"X14882",1
"X14883",1
"X14884",1
"X14885",4
"X14886",1
"X14887",1
"X14888",1
"X14889",1
"X14890",1
"X14891",1
"X14892",1
"X14893",1
"X14894",1
"X14895",1
"X14896",1
"X14897",1
"X14898",1
"X14899",1
"X14900",1
"X14901",1
"X14902",1
"X14903",1
"X14904",1
"X14905",1
"X14906",1
"X14907",1
"X14908",1
"X14909",1
"X14910",1
"X14911",1
"X14912",1
"X14913",1
"X14914",1
"X14915",1
"X14916",1
"X14917",1
"X14918",1
"X14919",1
"X14920",1
"X14921",1
"X14922",1
"X14923",1
"X14924",1
"X14925",1
"X14926",3
"X14927",1
"X14928",1
"X14929",1
"X14930",1
"X14931",1
"X14932",1
"X14933",1
"X14934",1
"X14935",1
"X14936",1
"X14937",1
"X14938",1
"X14939",1
"X14940",1
"X14941",1
"X14942",1
"X14943",1
"X14944",1
"X14945",1
"X14946",1
"X14947",1
"X14948",1
"X14949",1
"X14950",1
"X14951",1
"X14952",1
"X14953",4
"X14954",1
"X14955",1
"X14956",1
"X14957",1
"X14958",1
"X14959",1
"X14960",1
"X14961",1
"X14962",1
"X14963",1
"X14964",1
"X14965",1
"X14966",1
"X14967",1
"X14968",1
"X14969",1
"X14970",1
"X14971",1
"X14972",1
"X14973",1
"X14974",1
"X14975",1
"X14976",1
"X14977",1
"X14978",1
"X14979",1
"X14980",1
"X14981",1
"X14982",1
"X14983",1
"X14984",1
"X14985",4
"X14986",1
"X14987",1
"X14988",1
"X14989",1
"X14990",1
"X14991",4
"X14992",1
"X14993",1
"X14994",4
"X14995",1
"X14996",1
"X14997",1
"X14998",1
"X14999",1
"X15000",1
"X15001",1
"X15002",1
"X15003",1
"X15004",1
"X15005",1
"X15006",1
"X15007",1
"X15008",1
"X15009",1
"X15010",1
"X15011",1
"X15012",1
"X15013",1
"X15014",1
"X15015",1
"X15016",1
"X15017",1
"X15018",1
"X15019",1
"X15020",1
"X15021",1
"X15022",1
"X15023",1
"X15024",1
"X15025",1
"X15026",1
"X15027",1
"X15028",1
"X15029",1
"X15030",1
"X15031",1
"X15032",1
"X15033",1
"X15034",1
"X15035",1
"X15036",1
"X15037",1
"X15038",1
"X15039",1
"X15040",1
"X15041",1
"X15042",1
"X15043",1
"X15044",1
"X15045",1
"X15046",1
"X15047",1
"X15048",1
"X15049",1
"X15050",1
"X15051",2
"X15052",1
"X15053",1
"X15054",1
"X15055",1
"X15056",1
"X15057",1
"X15058",1
"X15059",1
"X15060",1
"X15061",1
"X15062",1
"X15063",1
"X15064",1
"X15065",1
"X15066",1
"X15067",1
"X15068",1
"X15069",1
"X15070",1
"X15071",1
"X15072",1
"X15073",1
"X15074",1
"X15075",1
"X15076",1
"X15077",1
"X15078",1
"X15079",1
"X15080",1
"X15081",1
"X15082",1
"X15083",1
"X15084",1
"X15085",1
"X15086",1
"X15087",1
"X15088",1
"X15089",1
"X15090",1
"X15091",1
"X15092",1
"X15093",1
"X15094",1
"X15095",1
"X15096",1
"X15097",1
"X15098",1
"X15099",1
"X15100",1
"X15101",1
"X15102",1
"X15103",1
"X15104",1
"X15105",1
"X15106",1
"X15107",1
"X15108",1
"X15109",1
"X15110",1
"X15111",1
"X15112",1
"X15113",1
"X15114",1
"X15115",1
"X15116",1
"X15117",1
"X15118",1
"X15119",1
"X15120",1
"X15121",1
"X15122",1
"X15123",1
"X15124",1
"X15125",1
"X15126",1
"X15127",1
"X15128",1
"X15129",1
"X15130",1
"X15131",1
"X15132",1
"X15133",1
"X15134",1
"X15135",1
"X15136",1
"X15137",1
"X15138",1
"X15139",1
"X15140",1
"X15141",1
"X15142",1
"X15143",1
"X15144",1
"X15145",1
"X15146",1
"X15147",1
"X15148",1
"X15149",1
"X15150",1
"X15151",1
"X15152",1
"X15153",1
"X15154",1
"X15155",1
"X15156",1
"X15157",1
"X15158",1
"X15159",1
"X15160",1
"X15161",1
"X15162",1
"X15163",1
"X15164",1
"X15165",1
"X15166",1
"X15167",1
"X15168",1
"X15169",1
"X15170",1
"X15171",1
"X15172",1
"X15173",1
"X15174",1
"X15175",1
"X15176",1
"X15177",1
"X15178",1
"X15179",1
"X15180",1
"X15181",1
"X15182",1
"X15183",1
"X15184",1
"X15185",1
"X15186",1
"X15187",1
"X15188",1
"X15189",1
"X15190",3
"X15191",1
"X15192",1
"X15193",1
"X15194",1
"X15195",1
"X15196",1
"X15197",1
"X15198",1
"X15199",1
"X15200",1
"X15201",1
"X15202",1
"X15203",1
"X15204",1
"X15205",1
"X15206",1
"X15207",1
"X15208",1
"X15209",1
"X15210",4
"X15211",2
"X15212",1
"X15213",1
"X15214",1
"X15215",1
"X15216",1
"X15217",1
"X15218",1
"X15219",1
"X15220",1
"X15221",1
"X15222",1
"X15223",1
"X15224",1
"X15225",1
"X15226",1
"X15227",3
"X15228",1
"X15229",1
"X15230",1
"X15231",1
"X15232",1
"X15233",1
"X15234",1
"X15235",1
"X15236",1
"X15237",1
"X15238",1
"X15239",1
"X15240",1
"X15241",1
"X15242",1
"X15243",1
"X15244",1
"X15245",1
"X15246",1
"X15247",1
"X15248",1
"X15249",1
"X15250",1
"X15251",1
"X15252",1
"X15253",1
"X15254",1
"X15255",1
"X15256",1
"X15257",1
"X15258",1
"X15259",1
"X15260",1
"X15261",1
"X15262",1
"X15263",1
"X15264",1
"X15265",1
"X15266",1
"X15267",1
"X15268",1
"X15269",1
"X15270",1
"X15271",4
"X15272",1
"X15273",1
"X15274",1
"X15275",1
"X15276",1
"X15277",1
"X15278",1
"X15279",1
"X15280",1
"X15281",1
"X15282",1
"X15283",1
"X15284",1
"X15285",1
"X15286",1
"X15287",1
"X15288",1
"X15289",1
"X15290",1
"X15291",1
"X15292",1
"X15293",1
"X15294",1
"X15295",1
"X15296",1
"X15297",1
"X15298",1
"X15299",1
"X15300",1
"X15301",1
"X15302",1
"X15303",2
"X15304",1
"X15305",1
"X15306",1
"X15307",1
"X15308",4
"X15309",1
"X15310",1
"X15311",1
"X15312",1
"X15313",1
"X15314",1
"X15315",1
"X15316",1
"X15317",1
"X15318",1
"X15319",1
"X15320",1
"X15321",1
"X15322",1
"X15323",1
"X15324",1
"X15325",1
"X15326",1
"X15327",1
"X15328",1
"X15329",1
"X15330",1
"X15331",3
"X15332",3
"X15333",1
"X15334",1
"X15335",1
"X15336",1
"X15337",1
"X15338",1
"X15339",1
"X15340",1
"X15341",1
"X15342",1
"X15343",2
"X15344",1
"X15345",1
"X15346",1
"X15347",1
"X15348",1
"X15349",1
"X15350",1
"X15351",1
"X15352",1
"X15353",1
"X15354",1
"X15355",1
"X15356",1
"X15357",1
"X15358",1
"X15359",1
"X15360",1
"X15361",1
"X15362",1
"X15363",1
"X15364",1
"X15365",1
"X15366",1
"X15367",1
"X15368",1
"X15369",1
"X15370",1
"X15371",1
"X15372",1
"X15373",1
"X15374",1
"X15375",1
"X15376",1
"X15377",1
"X15378",1
"X15379",1
"X15380",1
"X15381",1
"X15382",1
"X15383",1
"X15384",1
"X15385",1
"X15386",1
"X15387",1
"X15388",1
"X15389",1
"X15390",1
"X15391",1
"X15392",1
"X15393",1
"X15394",1
"X15395",1
"X15396",1
"X15397",1
"X15398",1
"X15399",1
"X15400",1
"X15401",1
"X15402",1
"X15403",1
"X15404",1
"X15405",1
"X15406",1
"X15407",1
"X15408",1
"X15409",1
"X15410",1
"X15411",1
"X15412",4
"X15413",1
"X15414",1
"X15415",1
"X15416",1
"X15417",1
"X15418",1
"X15419",1
"X15420",1
"X15421",1
"X15422",1
"X15423",1
"X15424",1
"X15425",1
"X15426",1
"X15427",1
"X15428",1
"X15429",1
"X15430",1
"X15431",3
"X15432",1
"X15433",1
"X15434",1
"X15435",1
"X15436",1
"X15437",1
"X15438",1
"X15439",1
"X15440",1
"X15441",1
"X15442",1
"X15443",1
"X15444",1
"X15445",1
"X15446",1
"X15447",1
"X15448",1
"X15449",1
"X15450",1
"X15451",1
"X15452",1
"X15453",1
"X15454",1
"X15455",1
"X15456",1
"X15457",1
"X15458",1
"X15459",1
"X15460",1
"X15461",1
"X15462",1
"X15463",1
"X15464",1
"X15465",1
"X15466",1
"X15467",1
"X15468",1
"X15469",1
"X15470",1
"X15471",1
"X15472",1
"X15473",4
"X15474",1
"X15475",1
"X15476",1
"X15477",1
"X15478",1
"X15479",3
"X15480",1
"X15481",1
"X15482",1
"X15483",3
"X15484",1
"X15485",1
"X15486",1
"X15487",1
"X15488",1
"X15489",1
"X15490",3
"X15491",3
"X15492",1
"X15493",1
"X15494",1
"X15495",1
"X15496",1
"X15497",1
"X15498",1
"X15499",1
"X15500",1
"X15501",1
"X15502",1
"X15503",1
"X15504",1
"X15505",1
"X15506",1
"X15507",1
"X15508",1
"X15509",1
"X15510",2
"X15511",1
"X15512",1
"X15513",1
"X15514",1
"X15515",3
"X15516",1
"X15517",1
"X15518",1
"X15519",1
"X15520",1
"X15521",1
"X15522",1
"X15523",1
"X15524",1
"X15525",1
"X15526",1
"X15527",1
"X15528",1
"X15529",1
"X15530",1
"X15531",1
"X15532",1
"X15533",1
"X15534",1
"X15535",1
"X15536",1
"X15537",1
"X15538",1
"X15539",1
"X15540",1
"X15541",1
"X15542",1
"X15543",1
"X15544",1
"X15545",1
"X15546",1
"X15547",1
"X15548",1
"X15549",1
"X15550",1
"X15551",1
"X15552",3
"X15553",1
"X15554",1
"X15555",1
"X15556",1
"X15557",1
"X15558",1
"X15559",1
"X15560",1
"X15561",1
"X15562",1
"X15563",1
"X15564",1
"X15565",1
"X15566",1
"X15567",1
"X15568",1
"X15569",1
"X15570",1
"X15571",1
"X15572",1
"X15573",1
"X15574",1
"X15575",1
"X15576",1
"X15577",1
"X15578",1
"X15579",1
"X15580",1
"X15581",1
"X15582",1
"X15583",1
"X15584",1
"X15585",1
"X15586",1
"X15587",1
"X15588",1
"X15589",1
"X15590",1
"X15591",1
"X15592",1
"X15593",1
"X15594",1
"X15595",1
"X15596",1
"X15597",1
"X15598",1
"X15599",1
"X15600",1
"X15601",1
"X15602",1
"X15603",1
"X15604",1
"X15605",1
"X15606",4
"X15607",4
"X15608",2
"X15609",1
"X15610",1
"X15611",1
"X15612",1
"X15613",1
"X15614",1
"X15615",1
"X15616",1
"X15617",1
"X15618",1
"X15619",1
"X15620",1
"X15621",1
"X15622",1
"X15623",1
"X15624",1
"X15625",1
"X15626",1
"X15627",1
"X15628",1
"X15629",1
"X15630",1
"X15631",1
"X15632",1
"X15633",1
"X15634",1
"X15635",1
"X15636",1
"X15637",1
"X15638",1
"X15639",1
"X15640",1
"X15641",1
"X15642",1
"X15643",1
"X15644",1
"X15645",1
"X15646",1
"X15647",1
"X15648",1
"X15649",1
"X15650",1
"X15651",1
"X15652",1
"X15653",1
"X15654",1
"X15655",1
"X15656",1
"X15657",1
"X15658",1
"X15659",1
"X15660",1
"X15661",1
"X15662",1
"X15663",1
"X15664",1
"X15665",1
"X15666",1
"X15667",1
"X15668",1
"X15669",1
"X15670",1
"X15671",1
"X15672",1
"X15673",1
"X15674",1
"X15675",1
"X15676",1
"X15677",1
"X15678",1
"X15679",1
"X15680",1
"X15681",1
"X15682",1
"X15683",1
"X15684",1
"X15685",1
"X15686",1
"X15687",1
"X15688",1
"X15689",1
"X15690",1
"X15691",1
"X15692",1
"X15693",1
"X15694",1
"X15695",1
"X15696",1
"X15697",1
"X15698",1
"X15699",1
"X15700",1
"X15701",1
"X15702",1
"X15703",1
"X15704",1
"X15705",1
"X15706",1
"X15707",1
"X15708",1
"X15709",1
"X15710",1
"X15711",1
"X15712",1
"X15713",1
"X15714",1
"X15715",1
"X15716",1
"X15717",1
"X15718",1
"X15719",1
"X15720",4
"X15721",1
"X15722",1
"X15723",1
"X15724",1
"X15725",1
"X15726",1
"X15727",1
"X15728",1
"X15729",1
"X15730",1
"X15731",1
"X15732",1
"X15733",1
"X15734",1
"X15735",1
"X15736",1
"X15737",1
"X15738",1
"X15739",1
"X15740",1
"X15741",1
"X15742",1
"X15743",1
"X15744",1
"X15745",1
"X15746",1
"X15747",1
"X15748",1
"X15749",1
"X15750",1
"X15751",1
"X15752",1
"X15753",1
"X15754",1
"X15755",1
"X15756",1
"X15757",1
"X15758",1
"X15759",1
"X15760",1
"X15761",1
"X15762",1
"X15763",1
"X15764",4
"X15765",1
"X15766",1
"X15767",1
"X15768",1
"X15769",1
"X15770",1
"X15771",1
"X15772",1
"X15773",1
"X15774",1
"X15775",1
"X15776",1
"X15777",1
"X15778",1
"X15779",1
"X15780",1
"X15781",1
"X15782",1
"X15783",1
"X15784",1
"X15785",1
"X15786",1
"X15787",1
"X15788",1
"X15789",1
"X15790",1
"X15791",1
"X15792",1
"X15793",1
"X15794",3
"X15795",1
"X15796",1
"X15797",1
"X15798",1
"X15799",1
"X15800",1
"X15801",1
"X15802",1
"X15803",1
"X15804",1
"X15805",1
"X15806",1
"X15807",1
"X15808",1
"X15809",1
"X15810",1
"X15811",1
"X15812",1
"X15813",1
"X15814",1
"X15815",4
"X15816",1
"X15817",1
"X15818",1
"X15819",1
"X15820",1
"X15821",1
"X15822",1
"X15823",1
"X15824",1
"X15825",1
"X15826",1
"X15827",1
"X15828",1
"X15829",1
"X15830",1
"X15831",1
"X15832",1
"X15833",1
"X15834",1
"X15835",1
"X15836",1
"X15837",1
"X15838",1
"X15839",1
"X15840",1
"X15841",1
"X15842",1
"X15843",1
"X15844",1
"X15845",1
"X15846",1
"X15847",1
"X15848",1
"X15849",1
"X15850",1
"X15851",1
"X15852",1
"X15853",1
"X15854",1
"X15855",1
"X15856",1
"X15857",1
"X15858",1
"X15859",1
"X15860",1
"X15861",1
"X15862",1
"X15863",1
"X15864",1
"X15865",1
"X15866",4
"X15867",1
"X15868",1
"X15869",1
"X15870",1
"X15871",1
"X15872",1
"X15873",1
"X15874",1
"X15875",1
"X15876",1
"X15877",1
"X15878",1
"X15879",1
"X15880",1
"X15881",1
"X15882",1
"X15883",1
"X15884",1
"X15885",1
"X15886",1
"X15887",1
"X15888",1
"X15889",1
"X15890",1
"X15891",1
"X15892",1
"X15893",1
"X15894",1
"X15895",1
"X15896",1
"X15897",1
"X15898",1
"X15899",1
"X15900",1
"X15901",1
"X15902",1
"X15903",1
"X15904",1
"X15905",1
"X15906",1
"X15907",1
"X15908",1
"X15909",1
"X15910",1
"X15911",1
"X15912",1
"X15913",1
"X15914",1
"X15915",1
"X15916",1
"X15917",1
"X15918",1
"X15919",1
"X15920",1
"X15921",1
"X15922",1
"X15923",1
"X15924",1
"X15925",1
"X15926",1
"X15927",1
"X15928",1
"X15929",1
"X15930",1
"X15931",1
"X15932",1
"X15933",1
"X15934",1
"X15935",1
"X15936",1
"X15937",1
"X15938",1
"X15939",1
"X15940",1
"X15941",1
"X15942",1
"X15943",1
"X15944",1
"X15945",1
"X15946",1
"X15947",1
"X15948",1
"X15949",1
"X15950",1
"X15951",1
"X15952",1
"X15953",1
"X15954",1
"X15955",1
"X15956",1
"X15957",1
"X15958",1
"X15959",1
"X15960",1
"X15961",1
"X15962",1
"X15963",1
"X15964",1
"X15965",1
"X15966",3
"X15967",1
"X15968",1
"X15969",1
"X15970",1
"X15971",1
"X15972",1
"X15973",1
"X15974",1
"X15975",1
"X15976",1
"X15977",1
"X15978",1
"X15979",1
"X15980",1
"X15981",1
"X15982",1
"X15983",1
"X15984",1
"X15985",1
"X15986",1
"X15987",1
"X15988",1
"X15989",1
"X15990",1
"X15991",1
"X15992",1
"X15993",1
"X15994",1
"X15995",2
"X15996",1
"X15997",1
"X15998",1
"X15999",1
"X16000",1
"X16001",1
"X16002",1
"X16003",3
"X16004",1
"X16005",1
"X16006",1
"X16007",1
"X16008",1
"X16009",1
"X16010",1
"X16011",1
"X16012",1
"X16013",1
"X16014",1
"X16015",1
"X16016",1
"X16017",1
"X16018",1
"X16019",1
"X16020",1
"X16021",1
"X16022",1
"X16023",1
"X16024",1
"X16025",1
"X16026",3
"X16027",1
"X16028",1
"X16029",1
"X16030",1
"X16031",1
"X16032",1
"X16033",1
"X16034",1
"X16035",1
"X16036",1
"X16037",1
"X16038",1
"X16039",1
"X16040",1
"X16041",1
"X16042",1
"X16043",1
"X16044",1
"X16045",1
"X16046",1
"X16047",1
"X16048",1
"X16049",1
"X16050",1
"X16051",1
"X16052",1
"X16053",1
"X16054",4
"X16055",1
"X16056",1
"X16057",1
"X16058",1
"X16059",1
"X16060",1
"X16061",1
"X16062",1
"X16063",1
"X16064",1
"X16065",1
"X16066",1
"X16067",1
"X16068",1
"X16069",1
"X16070",1
"X16071",1
"X16072",1
"X16073",1
"X16074",1
"X16075",1
"X16076",1
"X16077",1
"X16078",1
"X16079",4
"X16080",1
"X16081",1
"X16082",1
"X16083",1
"X16084",1
"X16085",1
"X16086",1
"X16087",1
"X16088",1
"X16089",1
"X16090",1
"X16091",1
"X16092",1
"X16093",2
"X16094",1
"X16095",1
"X16096",1
"X16097",1
"X16098",1
"X16099",1
"X16100",1
"X16101",1
"X16102",1
"X16103",1
"X16104",1
"X16105",1
"X16106",1
"X16107",1
"X16108",1
"X16109",4
"X16110",1
"X16111",1
"X16112",1
"X16113",1
"X16114",1
"X16115",1
"X16116",1
"X16117",1
"X16118",1
"X16119",1
"X16120",1
"X16121",1
"X16122",1
"X16123",1
"X16124",1
"X16125",1
"X16126",1
"X16127",1
"X16128",1
"X16129",1
"X16130",1
"X16131",4
"X16132",1
"X16133",1
"X16134",1
"X16135",1
"X16136",1
"X16137",1
"X16138",1
"X16139",1
"X16140",1
"X16141",1
"X16142",1
"X16143",1
"X16144",1
"X16145",1
"X16146",1
"X16147",1
"X16148",1
"X16149",1
"X16150",1
"X16151",1
"X16152",1
"X16153",1
"X16154",1
"X16155",1
"X16156",1
"X16157",1
"X16158",1
"X16159",1
"X16160",1
"X16161",1
"X16162",1
"X16163",1
"X16164",1
"X16165",1
"X16166",2
"X16167",1
"X16168",1
"X16169",1
"X16170",1
"X16171",1
"X16172",1
"X16173",1
"X16174",1
"X16175",1
"X16176",1
"X16177",1
"X16178",1
"X16179",1
"X16180",1
"X16181",1
"X16182",1
"X16183",1
"X16184",1
"X16185",1
"X16186",1
"X16187",1
"X16188",1
"X16189",1
"X16190",1
"X16191",1
"X16192",1
"X16193",4
"X16194",1
"X16195",1
"X16196",1
"X16197",1
"X16198",1
"X16199",1
"X16200",1
"X16201",1
"X16202",1
"X16203",1
"X16204",1
"X16205",1
"X16206",1
"X16207",1
"X16208",1
"X16209",1
"X16210",1
"X16211",1
"X16212",1
"X16213",2
"X16214",1
"X16215",1
"X16216",1
"X16217",1
"X16218",3
"X16219",1
"X16220",1
"X16221",1
"X16222",1
"X16223",1
"X16224",1
"X16225",1
"X16226",1
"X16227",1
"X16228",1
"X16229",4
"X16230",1
"X16231",1
"X16232",1
"X16233",1
"X16234",1
"X16235",1
"X16236",1
"X16237",1
"X16238",1
"X16239",1
"X16240",1
"X16241",1
"X16242",4
"X16243",1
"X16244",1
"X16245",1
"X16246",1
"X16247",1
"X16248",1
"X16249",1
"X16250",1
"X16251",1
"X16252",1
"X16253",1
"X16254",1
"X16255",2
"X16256",1
"X16257",1
"X16258",1
"X16259",1
"X16260",1
"X16261",1
"X16262",1
"X16263",1
"X16264",1
"X16265",1
"X16266",1
"X16267",1
"X16268",1
"X16269",1
"X16270",1
"X16271",1
"X16272",1
"X16273",1
"X16274",1
"X16275",4
"X16276",1
"X16277",4
"X16278",4
"X16279",1
"X16280",1
"X16281",1
"X16282",4
"X16283",1
"X16284",1
"X16285",1
"X16286",1
"X16287",1
"X16288",1
"X16289",1
"X16290",1
"X16291",1
"X16292",1
"X16293",1
"X16294",1
"X16295",1
"X16296",1
"X16297",1
"X16298",1
"X16299",1
"X16300",1
"X16301",1
"X16302",1
"X16303",1
"X16304",1
"X16305",2
"X16306",1
"X16307",1
"X16308",1
"X16309",1
"X16310",1
"X16311",1
"X16312",1
"X16313",1
"X16314",1
"X16315",1
"X16316",1
"X16317",1
"X16318",1
"X16319",1
"X16320",1
"X16321",1
"X16322",1
"X16323",1
"X16324",1
"X16325",1
"X16326",1
"X16327",1
"X16328",1
"X16329",1
"X16330",1
"X16331",1
"X16332",1
"X16333",1
"X16334",1
"X16335",1
"X16336",1
"X16337",1
"X16338",1
"X16339",1
"X16340",1
"X16341",1
"X16342",1
"X16343",1
"X16344",1
"X16345",1
"X16346",1
"X16347",1
"X16348",1
"X16349",1
"X16350",1
"X16351",1
"X16352",1
"X16353",1
"X16354",1
"X16355",1
"X16356",1
"X16357",1
"X16358",1
"X16359",1
"X16360",1
"X16361",1
"X16362",1
"X16363",1
"X16364",1
"X16365",1
"X16366",1
"X16367",1
"X16368",1
"X16369",1
"X16370",1
"X16371",1
"X16372",1
"X16373",1
"X16374",1
"X16375",1
"X16376",1
"X16377",1
"X16378",1
"X16379",1
"X16380",1
"X16381",1
"X16382",1
"X16383",1
"X16384",1
"X16385",1
"X16386",1
"X16387",1
"X16388",1
"X16389",1
"X16390",1
"X16391",1
"X16392",1
"X16393",1
"X16394",1
"X16395",1
"X16396",1
"X16397",1
"X16398",1
"X16399",1
"X16400",1
"X16401",1
"X16402",1
"X16403",1
"X16404",1
"X16405",1
"X16406",1
"X16407",1
"X16408",1
"X16409",1
"X16410",1
"X16411",1
"X16412",1
"X16413",1
"X16414",1
"X16415",1
"X16416",1
"X16417",1
"X16418",1
"X16419",1
"X16420",1
"X16421",1
"X16422",1
